,first_name,second_name,team,element_type,selected_by_percent,now_cost,minutes,transfers_in,points_per_game,value_season,chance_of_playing_this_round,chance_of_playing_next_round,transfers_in_event,transfers_out_event,news,news_added,influence,influence_rank,creativity,creativity_rank,threat,threat_rank,ict_index,ict_index_rank,status,total_points,position,overall_strength_home,overall_strength_away,strength_atk_home,strength_atk_away,strength_def_home,strength_def_away,file_date,total_time_played,value
652,Ozan,Tufan,Watford,3,0.0,50,334,2095,1.4,2.0,0.0,0.0,0,0,Left club by mutual consent,2022-02-02T16:30:17.636720Z,18.2,472,53.1,351,23.0,396,9.0,440,u,10,Midfielder,1060,1030,1090,1040,1120,1070,2022-06-17,371.11111111111114,2.0
654,Nicolas,Nkoulou,Watford,2,0.0,44,167,1131,1.7,1.1,100.0,100.0,0,0,,2022-05-10T23:00:12.697889Z,23.4,459,10.7,434,0.0,571,3.5,469,a,5,Defender,1060,1030,1090,1040,1120,1070,2022-06-17,185.55555555555557,1.1
658,Hassane,Kamara,Watford,2,0.1,45,1622,33471,2.0,8.4,,,0,0,,,368.8,198,153.3,236,45.0,364,56.5,283,a,38,Defender,1060,1030,1090,1040,1120,1070,2022-06-17,1802.2222222222222,8.4
659,Samir,Caetano de Souza Santos,Watford,2,0.0,45,1674,7533,1.9,8.0,75.0,100.0,0,0,,2022-05-15T21:30:14.188436Z,298.2,246,24.7,398,121.0,278,44.5,320,a,36,Defender,1060,1030,1090,1040,1120,1070,2022-06-17,1860.0000000000002,8.0
660,Edo,Kayembe,Watford,3,0.0,45,795,4683,1.8,5.3,,,0,0,,,121.0,374,91.7,299,30.0,386,24.3,392,a,24,Midfielder,1060,1030,1090,1040,1120,1070,2022-06-17,883.3333333333334,5.3
661,Samuel,Kalu,Watford,3,0.0,49,221,786,1.8,1.4,100.0,100.0,0,0,,2022-04-15T13:30:18.840445Z,21.8,462,31.9,383,24.0,395,7.8,448,a,7,Midfielder,1060,1030,1090,1040,1120,1070,2022-06-17,245.55555555555557,1.4
666,Kurt,Zouma,West Ham,2,1.2,54,2078,199711,2.8,12.2,100.0,100.0,0,0,,2022-04-11T08:30:15.382673Z,506.0,121,33.3,379,131.0,266,67.2,257,a,66,Defender,1110,1170,1110,1150,1160,1180,2022-06-17,2308.8888888888887,12.2
667,Mark,Noble,West Ham,3,0.7,43,325,124839,1.7,4.4,100.0,100.0,0,0,,2022-03-03T00:00:10.748316Z,85.2,405,24.5,399,34.0,383,14.4,419,a,19,Midfielder,1110,1170,1110,1150,1160,1180,2022-06-17,361.11111111111114,4.4
669,Lukasz,Fabianski,West Ham,1,2.8,50,3330,445018,3.7,27.2,100.0,100.0,0,0,,2022-01-23T00:00:13.505207Z,918.6,10,0.0,706,0.0,697,91.8,189,a,136,Goalkeeper,1110,1170,1110,1150,1160,1180,2022-06-17,3700.0,27.2
670,Angelo,Ogbonna,West Ham,2,0.2,49,921,81650,3.6,8.2,0.0,100.0,0,0,,2021-11-07T23:30:12.306810Z,167.0,342,5.3,448,67.0,331,24.0,395,a,40,Defender,1110,1170,1110,1150,1160,1180,2022-06-17,1023.3333333333333,8.2
672,Aaron,Cresswell,West Ham,2,7.9,54,2726,1231696,3.7,21.3,100.0,100.0,0,0,,2022-03-14T07:00:14.993376Z,589.2,86,545.7,49,187.0,223,132.4,88,a,115,Defender,1110,1170,1110,1150,1160,1180,2022-06-17,3028.8888888888887,21.3
673,Andriy,Yarmolenko,West Ham,3,0.1,50,303,10630,1.3,5.0,100.0,100.0,0,0,,2022-03-04T17:00:13.048439Z,75.4,412,63.2,336,150.0,246,28.6,370,a,25,Midfielder,1110,1170,1110,1150,1160,1180,2022-06-17,336.6666666666667,5.0
674,Michail,Antonio,West Ham,4,24.3,73,2975,7618487,3.9,19.2,100.0,100.0,0,0,,2022-05-09T08:30:12.067548Z,649.2,65,615.6,38,1274.0,10,252.7,18,a,140,Forward,1110,1170,1110,1150,1160,1180,2022-06-17,3305.5555555555557,19.2
675,Craig,Dawson,West Ham,2,0.8,49,2752,212517,2.6,18.4,100.0,100.0,0,0,,2022-05-08T23:00:21.095885Z,712.0,48,62.4,337,389.0,119,116.6,118,a,90,Defender,1110,1170,1110,1150,1160,1180,2022-06-17,3057.777777777778,18.4
676,Ryan,Fredericks,West Ham,2,0.1,44,303,6101,1.0,1.6,100.0,100.0,0,0,,2022-03-04T16:30:15.905624Z,29.6,453,31.6,384,4.0,440,6.6,452,a,7,Defender,1110,1170,1110,1150,1160,1180,2022-06-17,336.6666666666667,1.6
677,Manuel,Lanzini,West Ham,3,0.4,56,1777,144077,3.1,16.4,100.0,100.0,0,0,,2022-04-08T11:30:16.761684Z,425.4,163,373.5,108,201.0,212,100.3,159,a,92,Midfielder,1110,1170,1110,1150,1160,1180,2022-06-17,1974.4444444444443,16.4
678,Arthur,Masuaku,West Ham,2,0.1,44,645,55653,2.2,6.6,100.0,100.0,0,0,,2022-02-07T15:00:21.228813Z,178.2,331,57.2,346,39.0,377,27.5,377,a,29,Defender,1110,1170,1110,1150,1160,1180,2022-06-17,716.6666666666667,6.6
679,Vladimir,Coufal,West Ham,2,3.1,47,2207,728018,2.5,14.9,100.0,100.0,0,0,,2022-02-19T20:00:14.666582Z,433.2,157,359.9,115,167.0,239,95.8,176,a,70,Defender,1110,1170,1110,1150,1160,1180,2022-06-17,2452.222222222222,14.9
680,Saïd,Benrahma,West Ham,3,10.7,59,2162,4289826,4.3,23.4,75.0,100.0,0,0,,2022-05-08T23:00:21.122561Z,561.0,104,476.4,72,737.0,43,177.6,46,a,138,Midfielder,1110,1170,1110,1150,1160,1180,2022-06-17,2402.222222222222,23.4
681,Jarrod,Bowen,West Ham,3,15.0,69,2987,4802662,5.7,29.9,100.0,100.0,0,0,,2022-03-05T21:00:18.274019Z,822.2,19,627.2,37,1223.0,11,267.4,11,a,206,Midfielder,1110,1170,1110,1150,1160,1180,2022-06-17,3318.888888888889,29.9
682,Declan,Rice,West Ham,3,4.3,50,3178,708645,2.6,19.0,100.0,100.0,0,0,,2022-03-05T21:00:18.285623Z,773.4,29,401.8,97,288.0,160,146.8,71,a,95,Midfielder,1110,1170,1110,1150,1160,1180,2022-06-17,3531.111111111111,19.0
683,Tomas,Soucek,West Ham,3,3.4,57,3061,405482,3.3,20.0,100.0,100.0,0,0,,2022-03-03T00:00:10.788997Z,662.0,62,300.1,137,690.0,50,165.6,54,a,114,Midfielder,1110,1170,1110,1150,1160,1180,2022-06-17,3401.1111111111113,20.0
684,Pablo,Fornals,West Ham,3,1.3,59,2795,617175,3.2,19.8,100.0,100.0,0,0,,2021-12-29T11:30:11.027221Z,574.8,95,719.5,20,532.0,71,182.7,41,a,117,Midfielder,1110,1170,1110,1150,1160,1180,2022-06-17,3105.5555555555557,19.8
685,Issa,Diop,West Ham,2,0.3,42,961,52567,2.3,7.1,25.0,100.0,0,0,,2022-05-20T17:00:12.057924Z,225.6,297,21.3,405,44.0,366,29.1,369,a,30,Defender,1110,1170,1110,1150,1160,1180,2022-06-17,1067.7777777777778,7.1
686,Ben,Johnson,West Ham,2,3.6,39,1397,677958,2.4,12.3,100.0,100.0,0,0,,2022-04-04T08:00:17.605141Z,307.2,239,176.4,219,39.0,375,52.3,304,a,48,Defender,1110,1170,1110,1150,1160,1180,2022-06-17,1552.2222222222222,12.3
687,Alphonse,Areola,West Ham,1,0.7,47,90,143981,2.0,0.4,,,0,0,,,20.4,466,0.0,697,0.0,685,2.0,489,a,2,Goalkeeper,1110,1170,1110,1150,1160,1180,2022-06-17,100.0,0.4
691,Nikola,Vlasic,West Ham,3,0.0,56,549,9981,1.6,5.4,100.0,100.0,0,0,,2021-11-05T14:30:11.981350Z,85.4,404,122.8,269,115.0,287,32.3,356,a,30,Midfielder,1110,1170,1110,1150,1160,1180,2022-06-17,610.0,5.4
692,Alex,Kral,West Ham,3,0.1,44,1,25343,1.0,0.2,100.0,100.0,0,0,,2021-10-17T20:30:14.565061Z,0.0,605,0.0,600,0.0,578,0.0,609,a,1,Midfielder,1110,1170,1110,1150,1160,1180,2022-06-17,1.1111111111111112,0.2
693,Harrison,Ashby,West Ham,2,0.1,40,6,4751,1.0,0.2,,,0,0,,,2.0,506,1.0,469,0.0,518,0.3,514,a,1,Defender,1110,1170,1110,1150,1160,1180,2022-06-17,6.666666666666667,0.2
694,Sonny,Perkins,West Ham,3,0.0,45,3,715,1.0,0.2,,,0,0,,,0.0,687,0.0,684,0.0,672,0.0,687,a,1,Midfielder,1110,1170,1110,1150,1160,1180,2022-06-17,3.3333333333333335,0.2
698,Daniel,Chesters,West Ham,3,0.0,45,1,349,1.0,0.2,,,0,0,,,0.0,659,0.0,656,0.0,643,0.0,661,a,1,Midfielder,1110,1170,1110,1150,1160,1180,2022-06-17,1.1111111111111112,0.2
699,João Filipe Iria,Santos Moutinho,Wolves,3,0.7,49,2970,227335,2.7,19.6,100.0,100.0,0,0,,2022-02-11T08:00:15.488204Z,527.8,116,660.9,28,144.0,250,133.2,83,a,96,Midfielder,1120,1130,1150,1160,1080,1100,2022-06-17,3300.0,19.6
701,Willy,Boly,Wolves,2,0.1,49,900,14720,1.7,3.5,100.0,100.0,0,0,,2021-12-31T18:00:21.075808Z,195.4,314,18.1,412,29.0,388,24.3,393,a,17,Defender,1120,1130,1150,1160,1080,1100,2022-06-17,1000.0,3.5
702,Conor,Coady,Wolves,2,13.4,47,3361,2263674,3.6,29.4,,,0,0,,,781.0,27,45.4,362,202.0,208,103.2,147,a,138,Defender,1120,1130,1150,1160,1080,1100,2022-06-17,3734.4444444444443,29.4
703,Raúl,Jiménez,Wolves,4,4.2,75,2630,3042843,3.0,13.5,100.0,100.0,0,0,,2022-03-19T08:00:20.573665Z,470.8,137,506.7,64,746.0,42,171.2,52,a,101,Forward,1120,1130,1150,1160,1080,1100,2022-06-17,2922.222222222222,13.5
704,Romain,Saïss,Wolves,2,2.1,48,2706,862203,3.5,22.7,0.0,100.0,0,0,,2022-05-12T00:00:11.637606Z,694.6,55,112.2,280,214.0,200,102.3,152,a,109,Defender,1120,1130,1150,1160,1080,1100,2022-06-17,3006.6666666666665,22.7
705,Fernando,Marçal,Wolves,2,1.3,42,1448,1025089,3.7,16.0,100.0,100.0,0,0,,2022-01-15T18:30:14.442490Z,247.2,281,187.3,210,135.0,261,56.3,284,a,67,Defender,1120,1130,1150,1160,1080,1100,2022-06-17,1608.888888888889,16.0
706,Jonathan,Castro Otto,Wolves,2,0.6,45,1022,101553,2.9,8.4,100.0,100.0,0,0,,2021-06-22T11:30:10.631811Z,229.8,293,174.2,222,144.0,249,54.9,291,a,38,Defender,1120,1130,1150,1160,1080,1100,2022-06-17,1135.5555555555557,8.4
707,Leander,Dendoncker,Wolves,3,0.3,46,1945,74263,2.5,16.5,,,0,0,,,348.6,212,180.0,215,279.0,165,80.9,213,a,76,Midfielder,1120,1130,1150,1160,1080,1100,2022-06-17,2161.111111111111,16.5
708,Adama,Traoré,Wolves,3,1.0,56,1069,530240,2.2,7.9,0.0,0.0,0,0,Joined Barcelona on loan until the end of the season - Expected back 01 Jul,2022-01-30T09:30:13.883132Z,192.0,318,271.1,155,300.0,151,76.6,226,u,44,Midfielder,1120,1130,1150,1160,1080,1100,2022-06-17,1187.7777777777778,7.9
709,Rúben Diogo,da Silva Neves,Wolves,3,0.9,52,2659,251079,2.9,18.3,100.0,100.0,0,0,,2022-03-19T08:00:20.593855Z,629.6,68,436.7,84,237.0,185,130.4,94,a,95,Midfielder,1120,1130,1150,1160,1080,1100,2022-06-17,2954.4444444444443,18.3
710,Nélson,Cabral Semedo,Wolves,2,1.5,48,2131,621237,3.8,19.6,0.0,50.0,0,0,Hamstring injury - 50% chance of playing,2022-04-30T18:30:21.100921Z,346.2,215,289.3,144,266.0,171,90.3,193,d,94,Defender,1120,1130,1150,1160,1080,1100,2022-06-17,2367.777777777778,19.6
711,Daniel,Castelo Podence,Wolves,3,0.2,55,1475,132714,2.7,12.7,100.0,100.0,0,0,,2022-04-22T15:30:16.794784Z,328.6,225,493.0,67,459.0,92,128.2,97,a,70,Midfielder,1120,1130,1150,1160,1080,1100,2022-06-17,1638.888888888889,12.7
712,Max,Kilman,Wolves,2,1.3,45,2688,575476,3.5,23.6,0.0,50.0,0,0,Ankle injury - 50% chance of playing,2022-04-22T15:30:16.804456Z,587.8,87,68.8,326,207.0,205,86.5,202,d,106,Defender,1120,1130,1150,1160,1080,1100,2022-06-17,2986.6666666666665,23.6
713,Morgan,Gibbs-White,Wolves,3,0.1,45,7,7872,0.5,0.2,0.0,0.0,0,0,Joined Sheffield United on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.739401Z,0.0,643,0.7,479,24.0,394,2.1,487,u,1,Midfielder,1120,1130,1150,1160,1080,1100,2022-06-17,7.777777777777778,0.2
714,Pedro,Lomba Neto,Wolves,3,0.1,62,459,17478,1.7,3.5,100.0,100.0,0,0,,2022-03-17T14:00:14.225182Z,103.4,387,205.1,194,219.0,197,52.6,301,a,22,Midfielder,1120,1130,1150,1160,1080,1100,2022-06-17,509.99999999999994,3.5
716,Ki-Jana,Hoever,Wolves,2,1.6,39,306,337223,1.8,3.6,100.0,100.0,0,0,,2022-03-05T21:00:18.314293Z,42.6,437,22.1,403,8.0,429,7.1,450,a,14,Defender,1120,1130,1150,1160,1080,1100,2022-06-17,340.0,3.6
718,Fabio,Silva,Wolves,4,0.4,56,562,60803,1.4,5.4,100.0,100.0,0,0,,2021-12-17T14:00:13.782782Z,21.0,463,48.3,356,262.0,174,32.0,358,a,30,Forward,1120,1130,1150,1160,1080,1100,2022-06-17,624.4444444444445,5.4
720,John,Ruddy,Wolves,1,0.2,43,135,7550,1.5,0.7,,,0,0,,,34.2,446,0.0,589,0.0,560,3.4,470,a,3,Goalkeeper,1120,1130,1150,1160,1080,1100,2022-06-17,150.0,0.7
721,Francisco,Machado Mota de Castro Trincão,Wolves,3,0.3,56,1328,135774,2.4,11.8,100.0,100.0,0,0,,2022-02-07T12:30:19.691229Z,242.0,287,247.2,168,390.0,117,87.9,197,a,66,Midfielder,1120,1130,1150,1160,1080,1100,2022-06-17,1475.5555555555557,11.8
722,Rayan,Ait Nouri,Wolves,2,1.3,41,1826,385429,3.8,21.2,100.0,100.0,0,0,,2021-12-16T00:30:12.776827Z,390.8,186,323.2,131,174.0,233,89.1,195,a,87,Defender,1120,1130,1150,1160,1080,1100,2022-06-17,2028.8888888888887,21.2
723,José,Malheiro de Sá,Wolves,1,8.3,52,3285,1765685,3.9,28.1,,,0,0,,,947.0,9,30.0,389,0.0,713,97.5,166,a,146,Goalkeeper,1120,1130,1150,1160,1080,1100,2022-06-17,3650.0,28.1
725,Luke,Cundle,Wolves,3,0.1,44,179,12082,1.8,1.6,,,0,0,,,17.0,473,32.0,381,2.0,450,5.1,460,a,7,Midfielder,1120,1130,1150,1160,1080,1100,2022-06-17,198.88888888888889,1.6
726,Chem,Campbell,Wolves,3,0.2,44,12,40835,1.0,0.2,,,0,0,,,2.0,507,1.7,463,2.0,452,0.6,509,a,1,Midfielder,1120,1130,1150,1160,1080,1100,2022-06-17,13.333333333333334,0.2
728,Hee-Chan,Hwang,Wolves,4,3.4,54,1811,2119461,2.7,15.0,100.0,100.0,0,0,,2022-03-14T07:00:15.231428Z,322.2,228,268.3,156,481.0,86,106.7,142,a,81,Forward,1120,1130,1150,1160,1080,1100,2022-06-17,2012.2222222222224,15.0
733,Toti António,Gomes,Wolves,2,0.0,44,360,696,1.5,1.4,,,0,0,,,87.0,403,4.5,451,28.0,389,12.0,424,a,6,Defender,1120,1130,1150,1160,1080,1100,2022-06-17,400.0,1.4
736,Francisco Jorge,Tomás Oliveira,Wolves,3,0.0,55,203,2256,2.5,3.6,,,0,0,,,99.4,390,83.4,308,118.0,284,30.1,366,a,20,Midfielder,1120,1130,1150,1160,1080,1100,2022-06-17,225.55555555555554,3.6
